Statistic Label,Month,NACE Group,UNIT,VALUE
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 May,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",%,2
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 May,"Other retail sales (4753,4763 to 4765,4776 to 4778)",%,0.6
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 May,"Retail sale of books, newspapers and stationery (4761,4762)",%,-1.4
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 May,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",%,0.2
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,Motor trades (45),%,2
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",%,0.6
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,Department stores (4719),%,2.2
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,Retail sale of automotive fuel (4730),%,-1.5
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,"Retail sale of hardware, paints and glass (4752)",%,-0.7
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,Retail sale of furniture and lighting (4759),%,-0.4
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,Bars (5630),%,-3.3
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,All retail businesses,%,0.8
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,"Motor trades and automotive fuel (45,4730)",%,1.5
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,"All retail businesses, excluding motor trades and bars",%,0.6
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,"All retail businesses, excluding motor trades",%,0.8
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,"All retail businesses, excluding motor trades, automotive fuel and bars",%,0.8
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,"Retail sale of food (4711,4721 to 4729)",%,0.2
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",%,2.8
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",%,-1.2
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",%,0.1
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,"Retail sale of electrical goods (4741 to 4743,4754)",%,3.5
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",%,-2.5
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",%,2.1
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,"Other retail sales (4753,4763 to 4765,4776 to 4778)",%,2.3
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,"Retail sale of books, newspapers and stationery (4761,4762)",%,1.2
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 June,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",%,-1.3
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,Motor trades (45),%,3.7
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",%,-0.5
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,Department stores (4719),%,-3.2
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,Retail sale of automotive fuel (4730),%,2
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,"Retail sale of hardware, paints and glass (4752)",%,2.1
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,Retail sale of furniture and lighting (4759),%,-1.1
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,Bars (5630),%,1.5
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,All retail businesses,%,0.9
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,"Motor trades and automotive fuel (45,4730)",%,3.7
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,"All retail businesses, excluding motor trades and bars",%,-0.4
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,"All retail businesses, excluding motor trades",%,0.1
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,"All retail businesses, excluding motor trades, automotive fuel and bars",%,-0.2
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,"Retail sale of food (4711,4721 to 4729)",%,-0.4
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",%,-2.3
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",%,1.1
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",%,1
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,"Retail sale of electrical goods (4741 to 4743,4754)",%,-1
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",%,2.4
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",%,-2.1
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,"Other retail sales (4753,4763 to 4765,4776 to 4778)",%,-1.6
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,"Retail sale of books, newspapers and stationery (4761,4762)",%,-3.3
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 July,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",%,0.8
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,Motor trades (45),%,-1.2
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",%,0.9
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,Department stores (4719),%,-2.2
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,Retail sale of automotive fuel (4730),%,-1.4
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,"Retail sale of hardware, paints and glass (4752)",%,1.4
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,Retail sale of furniture and lighting (4759),%,-2.9
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,Bars (5630),%,4.1
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,All retail businesses,%,-0.4
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,"Motor trades and automotive fuel (45,4730)",%,-1.3
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,"All retail businesses, excluding motor trades and bars",%,0
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,"All retail businesses, excluding motor trades",%,-0.2
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,"All retail businesses, excluding motor trades, automotive fuel and bars",%,-0.2
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,"Retail sale of food (4711,4721 to 4729)",%,0.8
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",%,-0.5
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",%,-1.4
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",%,-1.6
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,"Retail sale of electrical goods (4741 to 4743,4754)",%,0.6
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",%,-0.5
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",%,0.3
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,"Other retail sales (4753,4763 to 4765,4776 to 4778)",%,0.3
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,"Retail sale of books, newspapers and stationery (4761,4762)",%,0.3
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 August,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",%,0
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,Motor trades (45),%,-0.7
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",%,-0.5
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,Department stores (4719),%,10.6
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,Retail sale of automotive fuel (4730),%,-0.9
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,"Retail sale of hardware, paints and glass (4752)",%,1.2
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,Retail sale of furniture and lighting (4759),%,-0.2
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,Bars (5630),%,-3.2
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,All retail businesses,%,0.2
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,"Motor trades and automotive fuel (45,4730)",%,-0.5
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,"All retail businesses, excluding motor trades and bars",%,0.8
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,"All retail businesses, excluding motor trades",%,0.4
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,"All retail businesses, excluding motor trades, automotive fuel and bars",%,0.9
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,"Retail sale of food (4711,4721 to 4729)",%,-0.7
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",%,3.8
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",%,0.8
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",%,1.7
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,"Retail sale of electrical goods (4741 to 4743,4754)",%,2.1
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",%,2.7
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",%,0
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,"Other retail sales (4753,4763 to 4765,4776 to 4778)",%,0
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,"Retail sale of books, newspapers and stationery (4761,4762)",%,1.8
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 September,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",%,-0.1
Retail Sales Index Value Adjusted Percentage Change over 1 month,2025 October,Motor trades (45),%,-1
